var_id_hex,var_id_dec,name,kind,domain,confidence,description
0x11376,70518,VAR_狂跃_11376,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x11377,70519,VAR_狂跃_11377,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x11378,70520,VAR_狂跃_11378,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x11379,70521,VAR_狂跃_11379,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x1137A,70522,VAR_狂跃_1137A,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x1137B,70523,VAR_狂跃_1137B,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x1137C,70524,VAR_狂跃_1137C,Value,ABILITY_STATE,low,[sync] 骇灾/狂跃 @ 技能 1 per_ability
0x1137E,70526,VAR_骇灾_SHARED_1137E,Unknown,UNCLASSIFIED,low,[sync] 骇灾:  multi_hero_shared
0x11380,70528,VAR_尖刺墙_11380,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺墙 @ 技能 2 per_ability
0x11384,70532,VAR_千针雨_11384,Value,ABILITY_STATE,low,[sync] 骇灾/千针雨 @ 技能 3 per_ability
0x11385,70533,VAR_千针雨_11385,Value,ABILITY_STATE,low,[sync] 骇灾/千针雨 @ 技能 3 per_ability
0x11386,70534,VAR_千针雨_11386,Value,ABILITY_STATE,low,[sync] 骇灾/千针雨 @ 技能 3 per_ability
0x11387,70535,VAR_千针雨_11387,Value,ABILITY_STATE,low,[sync] 骇灾/千针雨 @ 技能 3 per_ability
0x11388,70536,VAR_千针雨_11388,Value,ABILITY_STATE,low,[sync] 骇灾/千针雨 @ 技能 3 per_ability
0x11389,70537,VAR_骇灾_SHARED_11389,Unknown,UNCLASSIFIED,low,[sync] 骇灾:  multi_hero_shared
0x1138A,70538,VAR_骇灾_SHARED_1138A,Unknown,UNCLASSIFIED,low,[sync] 骇灾:  multi_hero_shared
0x1138B,70539,VAR_骇灾_SHARED_1138B,Unknown,UNCLASSIFIED,low,[sync_chase] 骇灾:  multi_hero_shared
0x1138C,70540,VAR_骇灾_SHARED_1138C,Unknown,UNCLASSIFIED,low,[sync_chase] 骇灾:  multi_hero_shared
0x1138D,70541,VAR_索杰恩_SHARED_1138D,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x1138E,70542,VAR_索杰恩_SHARED_1138E,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x1138F,70543,VAR_索杰恩_SHARED_1138F,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x11390,70544,VAR_索杰恩_SHARED_11390,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x11396,70550,VAR_黑百合_SHARED_11396,Unknown,UNCLASSIFIED,low,[sync] 黑百合:  multi_hero_shared
0x11397,70551,VAR_伊拉锐_SHARED_11397,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x11398,70552,VAR_无漾_SHARED_11398,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x1139A,70554,VAR_无漾_SHARED_1139A,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x1139C,70556,VAR_毛加_SHARED_1139C,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x113A9,70569,VAR_生命之梭_SHARED_113A9,Unknown,UNCLASSIFIED,low,[sync] 生命之梭:  multi_hero_shared
0x113AA,70570,VAR_生命之梭_SHARED_113AA,Unknown,UNCLASSIFIED,low,[sync] 生命之梭:  multi_hero_shared
0x113AB,70571,VAR_索杰恩_SHARED_113AB,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x113AC,70572,VAR_索杰恩_SHARED_113AC,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x113B1,70577,VAR_死神_SHARED_113B1,Unknown,UNCLASSIFIED,low,[sync] 死神:  multi_hero_shared
0x113B2,70578,VAR_机动滑铲_113B2,Value,ABILITY_STATE,low,[sync] 索杰恩/机动滑铲 @ 技能 1 per_ability
0x113B3,70579,VAR_尖刺护体_113B3,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113B5,70581,VAR_ENGINE_113B5,Value,UNCLASSIFIED,low,"[sync] heroes: 拉玛刹, 骇灾, 斩仇 engine_global"
0x113B6,70582,VAR_末日铁拳_SHARED_113B6,Unknown,UNCLASSIFIED,low,[sync] 末日铁拳:  multi_hero_shared
0x113B7,70583,VAR_虚空屏障（智械形态）_113B7,Value,ABILITY_STATE,low,[sync] 拉玛刹/虚空屏障（智械形态） @ 辅助攻击模式 per_ability
0x113B8,70584,VAR_虚空屏障（智械形态）_113B8,Value,ABILITY_STATE,low,[sync] 拉玛刹/虚空屏障（智械形态） @ 辅助攻击模式 per_ability
0x113BA,70586,VAR_尖刺护体_113BA,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113BC,70588,VAR_末日铁拳_SHARED_113BC,Unknown,UNCLASSIFIED,low,[sync] 末日铁拳:  multi_hero_shared
0x113C1,70593,VAR_路霸_SHARED_113C1,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x113C2,70594,VAR_钻头突刺_113C2,Value,ABILITY_STATE,low,[sync] 探奇/钻头突刺 @ 辅助攻击模式 per_ability
0x113C3,70595,VAR_无漾_SHARED_113C3,Unknown,UNCLASSIFIED,low,[sync] 无漾:  multi_hero_shared
0x113C6,70598,VAR_养神泉_113C6,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x113C7,70599,VAR_飞流步_113C7,Value,ABILITY_STATE,low,[sync] 无漾/飞流步 @ 技能 1 per_ability
0x113CA,70602,VAR_惊涛破_113CA,Value,ABILITY_STATE,low,[sync] 无漾/惊涛破 @ 技能 3 per_ability
0x113CB,70603,VAR_惊涛破_113CB,Value,ABILITY_STATE,low,[sync] 无漾/惊涛破 @ 技能 3 per_ability
0x113CC,70604,VAR_惊涛破_113CC,Value,ABILITY_STATE,low,[sync] 无漾/惊涛破 @ 技能 3 per_ability
0x113CE,70606,VAR_尖刺护体_113CE,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113D5,70613,VAR_伊拉锐_SHARED_113D5,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x113EB,70635,VAR_ENGINE_113EB,Value,UNCLASSIFIED,low,"[sync] 16 heroes, 0 loadouts engine_global"
0x113EC,70636,VAR_狂鼠_SHARED_113EC,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x113ED,70637,VAR_狂鼠_SHARED_113ED,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x113EE,70638,VAR_千针雨_113EE,Value,ABILITY_STATE,low,[sync] 骇灾/千针雨 @ 技能 3 per_ability
0x113EF,70639,VAR_狂鼠_SHARED_113EF,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x113F0,70640,VAR_尖刺护体_113F0,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113F1,70641,VAR_尖刺护体_113F1,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113F2,70642,VAR_尖刺护体_113F2,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113F3,70643,VAR_尖刺护体_113F3,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability
0x113F4,70644,VAR_烈日冲击_113F4,Value,ABILITY_STATE,low,[sync] 伊拉锐/烈日冲击 @ 技能 1 per_ability
0x113F5,70645,VAR_烈日冲击_113F5,Value,ABILITY_STATE,low,[sync] 伊拉锐/烈日冲击 @ 技能 1 per_ability
0x113F9,70649,VAR_桎梏灼日_113F9,Value,ABILITY_STATE,low,[sync] 伊拉锐/桎梏灼日 @ 技能 3 per_ability
0x113FA,70650,VAR_伊拉锐_SHARED_113FA,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x113FB,70651,VAR_伊拉锐_SHARED_113FB,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x113FC,70652,VAR_伊拉锐_SHARED_113FC,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x113FE,70654,VAR_伊拉锐_SHARED_113FE,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x11400,70656,VAR_桎梏灼日_11400,Value,ABILITY_STATE,low,[sync] 伊拉锐/桎梏灼日 @ 技能 3 per_ability
0x11424,70692,VAR_狂鼠_SHARED_11424,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x1142D,70701,VAR_艾什_SHARED_1142D,Unknown,UNCLASSIFIED,low,[sync] 艾什:  multi_hero_shared
0x1142E,70702,VAR_冰墙_1142E,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x11436,70710,VAR_艾什_SHARED_11436,Unknown,UNCLASSIFIED,low,[sync] 艾什:  multi_hero_shared
0x11437,70711,VAR_秩序之光_SHARED_11437,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x11439,70713,VAR_秩序之光_SHARED_11439,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1143A,70714,VAR_秩序之光_SHARED_1143A,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1143B,70715,VAR_秩序之光_SHARED_1143B,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1143C,70716,VAR_秩序之光_SHARED_1143C,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1143D,70717,VAR_秩序之光_SHARED_1143D,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x11449,70729,VAR_天罚形态_11449,Value,ABILITY_STATE,low,[sync] 拉玛刹/天罚形态 @ 技能 1 per_ability
0x1144B,70731,VAR_拉玛刹_SHARED_1144B,Unknown,UNCLASSIFIED,low,[sync] 拉玛刹:  multi_hero_shared
0x1144C,70732,VAR_拉玛刹_SHARED_1144C,Unknown,UNCLASSIFIED,low,[sync] 拉玛刹:  multi_hero_shared
0x11451,70737,VAR_托比昂_SHARED_11451,Unknown,UNCLASSIFIED,low,[sync] 托比昂:  multi_hero_shared
0x11452,70738,VAR_毛加_SHARED_11452,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11453,70739,VAR_狂鼠_SHARED_11453,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x11454,70740,VAR_狂鼠_SHARED_11454,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x11455,70741,VAR_震荡地雷_11455,Value,ABILITY_STATE,low,[sync] 狂鼠/震荡地雷 @ 技能 1 per_ability
0x11457,70743,VAR_震荡地雷_11457,Value,ABILITY_STATE,low,[sync] 狂鼠/震荡地雷 @ 技能 1 per_ability
0x11459,70745,VAR_末日铁拳_SHARED_11459,Unknown,UNCLASSIFIED,low,[sync] 末日铁拳:  multi_hero_shared
0x1145A,70746,VAR_动能俘获_1145A,Value,ABILITY_STATE,low,[sync] 西格玛/动能俘获 @ 技能 1 per_ability
0x1145B,70747,VAR_毛加_SHARED_1145B,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x1145C,70748,VAR_毛加_SHARED_1145C,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x1145D,70749,VAR_毛加_SHARED_1145D,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x1145E,70750,VAR_毛加_SHARED_1145E,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x1145F,70751,VAR_毛加_SHARED_1145F,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11460,70752,VAR_毛加_SHARED_11460,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11461,70753,VAR_飞天猫_SHARED_11461,Unknown,UNCLASSIFIED,low,[sync] 飞天猫:  multi_hero_shared
0x11462,70754,VAR_毛加_SHARED_11462,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11469,70761,VAR_秩序之光_SHARED_11469,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1146C,70764,VAR_秩序之光_SHARED_1146C,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1146D,70765,VAR_秩序之光_SHARED_1146D,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x11473,70771,VAR_狂鼠_SHARED_11473,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x1147F,70783,VAR_毛加_SHARED_1147F,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11481,70785,VAR_秩序之光_SHARED_11481,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x11483,70787,VAR_秩序之光_SHARED_11483,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x11484,70788,VAR_毛加_SHARED_11484,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11488,70792,VAR_秩序之光_SHARED_11488,Unknown,UNCLASSIFIED,low,[sync] 秩序之光:  multi_hero_shared
0x1148B,70795,VAR_光子屏障_1148B,Value,ABILITY_STATE,low,[sync] 秩序之光/光子屏障 @ 技能 3 per_ability
0x11492,70802,VAR_狂鼠_SHARED_11492,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x11494,70804,VAR_狂鼠_SHARED_11494,Unknown,UNCLASSIFIED,low,[sync] 狂鼠:  multi_hero_shared
0x11495,70805,VAR_毛加_SHARED_11495,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x11496,70806,VAR_毛加_SHARED_11496,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x1149A,70810,VAR_蛮力冲撞_1149A,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x1149B,70811,VAR_蛮力冲撞_1149B,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x1149F,70815,VAR_蛮力冲撞_1149F,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114A0,70816,VAR_蛮力冲撞_114A0,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114A1,70817,VAR_蛮力冲撞_114A1,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114A2,70818,VAR_蛮力冲撞_114A2,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114A3,70819,VAR_蛮力冲撞_114A3,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114A5,70821,VAR_安娜_SHARED_114A5,Unknown,UNCLASSIFIED,low,[sync] 安娜:  multi_hero_shared
0x114A6,70822,VAR_安娜_SHARED_114A6,Unknown,UNCLASSIFIED,low,[sync] 安娜:  multi_hero_shared
0x114A8,70824,VAR_蛮力冲撞_114A8,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114A9,70825,VAR_蛮力冲撞_114A9,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114AC,70828,VAR_蛮力冲撞_114AC,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114AD,70829,VAR_蛮力冲撞_114AD,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114AE,70830,VAR_蛮力冲撞_114AE,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114AF,70831,VAR_蛮力冲撞_114AF,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114B0,70832,VAR_蛮力冲撞_114B0,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114B1,70833,VAR_蛮力冲撞_114B1,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114B2,70834,VAR_蛮力冲撞_114B2,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114B3,70835,VAR_蛮力冲撞_114B3,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114B4,70836,VAR_蛮力冲撞_114B4,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114B5,70837,VAR_蛮力冲撞_114B5,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x114BC,70844,VAR_心脏过载_114BC,Value,ABILITY_STATE,low,[sync] 毛加/心脏过载 @ 技能 2 per_ability
0x114C0,70848,VAR_心脏过载_114C0,Value,ABILITY_STATE,low,[sync] 毛加/心脏过载 @ 技能 2 per_ability
0x114C2,70850,VAR_索杰恩_SHARED_114C2,Unknown,UNCLASSIFIED,low,[sync] 索杰恩:  multi_hero_shared
0x114C4,70852,VAR_拉玛刹_SHARED_114C4,Unknown,UNCLASSIFIED,low,[sync] 拉玛刹:  multi_hero_shared
0x114C5,70853,VAR_虚空屏障（智械形态）_114C5,Value,ABILITY_STATE,low,[sync] 拉玛刹/虚空屏障（智械形态） @ 辅助攻击模式 per_ability
0x114C6,70854,VAR_虚空屏障（智械形态）_114C6,Value,ABILITY_STATE,low,[sync] 拉玛刹/虚空屏障（智械形态） @ 辅助攻击模式 per_ability
0x114C7,70855,VAR_虚空屏障（智械形态）_114C7,Value,ABILITY_STATE,low,[sync] 拉玛刹/虚空屏障（智械形态） @ 辅助攻击模式 per_ability
0x114CB,70859,VAR_笼中斗_114CB,Value,ABILITY_STATE,low,[sync] 毛加/笼中斗 @ 技能 3 per_ability
0x114CC,70860,VAR_诛_114CC,Value,ABILITY_STATE,low,[sync] 拉玛刹/诛 @ 技能 3 per_ability
0x114CD,70861,VAR_法老之鹰_SHARED_114CD,Unknown,UNCLASSIFIED,low,[sync] 法老之鹰:  multi_hero_shared
0x114CE,70862,VAR_毛加_SHARED_114CE,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x114CF,70863,VAR_毛加_SHARED_114CF,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x114D8,70872,VAR_法老之鹰_SHARED_114D8,Unknown,UNCLASSIFIED,low,[sync] 法老之鹰:  multi_hero_shared
0x114D9,70873,VAR_法老之鹰_SHARED_114D9,Unknown,UNCLASSIFIED,low,[sync] 法老之鹰:  multi_hero_shared
0x114DB,70875,VAR_法老之鹰_SHARED_114DB,Unknown,UNCLASSIFIED,low,[sync] 法老之鹰:  multi_hero_shared
0x114DC,70876,VAR_法老之鹰_SHARED_114DC,Unknown,UNCLASSIFIED,low,[sync] 法老之鹰:  multi_hero_shared
0x114DD,70877,VAR_推进背包_114DD,Value,ABILITY_STATE,low,[sync] 法老之鹰/推进背包 @ 技能 1 per_ability
0x114DE,70878,VAR_推进背包_114DE,Value,ABILITY_STATE,low,[sync] 法老之鹰/推进背包 @ 技能 1 per_ability
0x114DF,70879,VAR_推进背包_114DF,Value,ABILITY_STATE,low,[sync] 法老之鹰/推进背包 @ 技能 1 per_ability
0x114E0,70880,VAR_推进背包_114E0,Value,ABILITY_STATE,low,[sync] 法老之鹰/推进背包 @ 技能 1 per_ability
0x114E1,70881,VAR_法老之鹰_SHARED_114E1,Value,ABILITY_STATE,low,"[sync] 法老之鹰: 推进背包, 疾冲背包 per_ability"
0x114E2,70882,VAR_法老之鹰_SHARED_114E2,Value,ABILITY_STATE,low,"[sync] 法老之鹰: 推进背包, 疾冲背包 per_ability"
0x114E3,70883,VAR_法老之鹰_SHARED_114E3,Value,ABILITY_STATE,low,"[sync] 法老之鹰: 推进背包, 疾冲背包 per_ability"
0x114E4,70884,VAR_推进背包_114E4,Value,ABILITY_STATE,low,[sync] 法老之鹰/推进背包 @ 技能 1 per_ability
0x114E5,70885,VAR_毛加_SHARED_114E5,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x114E6,70886,VAR_毛加_SHARED_114E6,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x114E7,70887,VAR_毛加_SHARED_114E7,Unknown,UNCLASSIFIED,low,[sync] 毛加:  multi_hero_shared
0x114EA,70890,VAR_拉玛刹_SHARED_114EA,Unknown,UNCLASSIFIED,low,[sync] 拉玛刹:  multi_hero_shared
0x114EB,70891,VAR_拉玛刹_SHARED_114EB,Unknown,UNCLASSIFIED,low,[sync] 拉玛刹:  multi_hero_shared
0x114EC,70892,VAR_路霸_SHARED_114EC,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114ED,70893,VAR_路霸_SHARED_114ED,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114EE,70894,VAR_路霸_SHARED_114EE,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114EF,70895,VAR_路霸_SHARED_114EF,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F0,70896,VAR_路霸_SHARED_114F0,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F1,70897,VAR_路霸_SHARED_114F1,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F2,70898,VAR_路霸_SHARED_114F2,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F3,70899,VAR_路霸_SHARED_114F3,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F4,70900,VAR_路霸_SHARED_114F4,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F6,70902,VAR_路霸_SHARED_114F6,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F8,70904,VAR_路霸_SHARED_114F8,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x114F9,70905,VAR_呼吸器_114F9,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x114FA,70906,VAR_呼吸器_114FA,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x114FB,70907,VAR_呼吸器_114FB,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x114FC,70908,VAR_呼吸器_114FC,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x114FF,70911,VAR_链钩_114FF,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11500,70912,VAR_链钩_11500,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11501,70913,VAR_链钩_11501,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11502,70914,VAR_链钩_11502,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11503,70915,VAR_链钩_11503,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11504,70916,VAR_链钩_11504,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11505,70917,VAR_链钩_11505,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11506,70918,VAR_链钩_11506,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11507,70919,VAR_链钩_11507,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11508,70920,VAR_链钩_11508,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x11509,70921,VAR_战术目镜_11509,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x1150A,70922,VAR_战术目镜_1150A,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x1150B,70923,VAR_路霸_SHARED_1150B,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x1150D,70925,VAR_路霸_SHARED_1150D,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x1150F,70927,VAR_路霸_SHARED_1150F,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x11510,70928,VAR_路霸_SHARED_11510,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x11511,70929,VAR_路霸_SHARED_11511,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x11512,70930,VAR_路霸_SHARED_11512,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x11515,70933,VAR_路霸_SHARED_11515,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x11516,70934,VAR_路霸_SHARED_11516,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x11518,70936,VAR_禅雅塔_SHARED_11518,Unknown,UNCLASSIFIED,low,[sync] 禅雅塔:  multi_hero_shared
0x11519,70937,VAR_养神泉_11519,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x1151A,70938,VAR_养神泉_1151A,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x1151B,70939,VAR_莫伊拉_SHARED_1151B,Unknown,UNCLASSIFIED,low,[sync] 莫伊拉:  multi_hero_shared
0x1151C,70940,VAR_莫伊拉_SHARED_1151C,Unknown,UNCLASSIFIED,low,[sync] 莫伊拉:  multi_hero_shared
0x1151E,70942,VAR_伊拉锐_SHARED_1151E,Unknown,UNCLASSIFIED,low,[sync] 伊拉锐:  multi_hero_shared
0x11521,70945,VAR_ENGINE_11521,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 5 loadouts engine_global"
0x11522,70946,VAR_ENGINE_11522,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 5 loadouts engine_global"
0x11524,70948,VAR_裂地猛击_11524,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x11525,70949,VAR_裂地猛击_11525,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x11526,70950,VAR_裂地猛击_11526,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x11527,70951,VAR_裂地猛击_11527,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x11528,70952,VAR_蛮力冲撞_11528,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
0x11529,70953,VAR_蛮力冲撞_11529,Value,ABILITY_STATE,low,[sync] 毛加/蛮力冲撞 @ 技能 1 per_ability
